AirportID,Delay
15991,-18.362068965517242
10926,-17.810344827586206
10299,-13.967332123411978
11630,-13.18867924528302
14828,-12.735632183908047
14543,-12.372549019607844
12177,-12.326530612244898
13127,-11.842105263157896
12523,-11.302395209580839
12819,-11.203488372093023
10165,-11.142857142857142
12888,-9.956521739130435
12389,-8.982142857142858
12255,-8.347826086956522
10551,-8.102564102564102
12016,-8.0
10666,-7.744186046511628
14256,-7.396551724137931
15841,-7.379310344827586
10170,-7.235294117647059
12094,-6.517441860465116
10849,-6.438538205980066
12915,-6.355263157894737
12266,-6.310407569141193
14109,-5.877551020408164
14588,-5.75
11140,-5.608510638297872
10754,-5.544117647058823
13158,-5.5131578947368425
11292,-5.309494375077265
10747,-5.295698924731183
12896,-5.27154046997389
13256,-5.094736842105263
10620,-4.928571428571429
14683,-4.904478976234004
14905,-4.87037037037037
14698,-4.570833333333334
11259,-4.56785780411035
14107,-4.555254515599343
12206,-4.555084745762712
13264,-4.5327102803738315
10279,-4.357466063348416
11865,-4.2784810126582276
13232,-4.054711246200608
12191,-3.855300859598854
14057,-3.8018456805947194
14908,-3.7428395441946414
10779,-3.7222222222222223
12264,-3.6391799544419134
10140,-3.6213373403456046
13061,-3.6037735849056602
14747,-3.540327868852459
11540,-3.4763092269326683
11049,-3.4693877551020407
15370,-3.4335971855760774
10141,-3.3684210526315788
13342,-3.3335974643423136
14679,-3.2960128159487363
15376,-3.2484848484848485
11973,-3.2181069958847734
13970,-3.2142857142857144
12156,-3.05
11648,-2.948148148148148
13495,-2.9280742459396754
13873,-2.830188679245283
10423,-2.8117647058823527
12992,-2.7353951890034365
15041,-2.63265306122449
12217,-2.6143790849673203
12889,-2.5741605710760553
12951,-2.571969696969697
13851,-2.5630593978844587
13198,-2.5448966408268734
13502,-2.5285714285714285
15411,-2.3696969696969696
11298,-2.3101443595270754
12891,-2.2941176470588234
11695,-2.2569444444444446
11624,-2.1666666666666665
10257,-2.1229385307346327
10800,-2.052916416115454
16218,-1.9090909090909092
13244,-1.9041501976284585
12511,-1.706896551724138
11721,-1.6153846153846154
12280,-1.5628415300546448
12343,-1.5625
14674,-1.5616438356164384
14831,-1.5179880079946702
12758,-1.499460625674218
14252,-1.4106463878326996
11481,-1.3791946308724832
13871,-1.373061224489796
13360,-1.349056603773585
14709,-1.338235294117647
12339,-1.3015873015873016
11921,-1.239795918367347
12982,-1.2280701754385965
10693,-1.1174505983857501
12892,-1.0607353906762969
14489,-1.0123456790123457
14730,-0.9523141654978962
12402,-0.9137931034482759
15016,-0.8511221945137157
11252,-0.7770700636942676
11884,-0.7756653992395437
12278,-0.7692307692307693
13891,-0.7505070993914807
14869,-0.7435585804569762
11122,-0.725
12012,-0.627906976744186
11423,-0.6130573248407644
10821,-0.5291396854764108
11066,-0.5260972716488731
13029,-0.2807017543859649
11982,-0.20297029702970298
10155,-0.1897810218978102
10397,-0.15710224281352006
11996,-0.06994328922495274
14262,-0.015594541910331383
13344,0.0
14487,0.018518518518518517
11986,0.10638297872340426
14794,0.13043478260869565
11413,0.18947368421052632
14893,0.19252776842813868
11337,0.2925531914893617
13796,0.39885611077664057
13204,0.41420471501044465
15304,0.4156050955414013
14952,0.421875
10874,0.4378818737270876
