AirportID,Delay
10739,-26.770833333333332
12389,-24.254545454545454
14520,-23.983333333333334
10631,-22.0
12335,-20.93877551020408
12129,-20.1875
13127,-19.833333333333332
10141,-19.25
11537,-17.066666666666666
12888,-14.361702127659575
10577,-14.26923076923077
11898,-13.574712643678161
12156,-13.2
12343,-12.652173913043478
11447,-12.23913043478261
12003,-11.857142857142858
13433,-11.377777777777778
14006,-11.196078431372548
11097,-10.833333333333334
11865,-10.725
10779,-10.56
14588,-10.451612903225806
14082,-10.24
11122,-10.192307692307692
10135,-9.779661016949152
11980,-9.714285714285714
14543,-9.647058823529411
10333,-9.41025641025641
12177,-9.404255319148936
13486,-9.120967741935484
14457,-8.8125
10620,-8.80365296803653
11337,-8.549668874172186
15841,-8.425925925925926
10170,-8.352941176470589
10627,-8.223214285714286
14986,-8.195945945945946
11867,-8.053571428571429
14109,-8.0
10849,-7.95166163141994
11637,-7.9393939393939394
11471,-7.8431372549019605
11013,-7.6938775510204085
11695,-7.641304347826087
11525,-7.413043478260869
11203,-7.193548387096774
11921,-7.012578616352202
12397,-6.784313725490196
13487,-6.76743661971831
10397,-6.623015873015873
14150,-6.6
10165,-6.5
11612,-6.402777777777778
13184,-6.38421052631579
12448,-6.286184210526316
10408,-6.13103448275862
11973,-6.046511627906977
14635,-5.990208877284595
14828,-5.846153846153846
10434,-5.54
11252,-5.425675675675675
14256,-5.283018867924528
13256,-5.171052631578948
12891,-5.0
11587,-4.822222222222222
11775,-4.8121212121212125
12819,-4.717948717948718
11267,-4.633879781420765
14113,-4.619718309859155
14711,-4.6
11057,-4.538805609284332
14098,-4.435897435897436
10747,-4.367088607594937
12265,-4.354838709677419
13360,-4.352941176470588
15027,-4.285714285714286
11433,-4.237625930792817
13232,-4.071478749560941
11423,-3.9780907668231613
13931,-3.966666666666667
14193,-3.927613941018767
12266,-3.9200325567199106
11577,-3.75
13244,-3.6679139382600563
12951,-3.4569288389513106
15016,-3.3627805937726287
11995,-3.2757731958762886
13303,-3.2702290076335876
13198,-3.202988792029888
13061,-3.152542372881356
13485,-3.1455696202531644
12278,-3.131666666666667
13344,-3.1176470588235294
10994,-3.0555555555555554
15624,-3.0195121951219512
14100,-3.0088235294117647
13230,-2.9528795811518322
10821,-2.8770714070503165
13204,-2.8725047647707895
13871,-2.7821576763485476
13342,-2.7075718015665795
12217,-2.673228346456693
10666,-2.661290322580645
15370,-2.5779904306220094
14108,-2.564655172413793
11259,-2.5009560229445507
14952,-2.4715447154471546
10693,-2.456916996047431
15304,-2.441773802869387
11986,-2.434684684684685
13277,-2.4328358208955225
10279,-2.405982905982906
10299,-2.405431619786615
11278,-2.4007187780772687
11298,-2.3952705176074383
12280,-2.3832335329341316
11481,-2.3775100401606424
10781,-2.375
11648,-2.3333333333333335
11641,-2.3307086614173227
12523,-2.2802768166089966
10423,-2.2470973504019054
14122,-2.2452330508474576
13495,-2.1910692588092346
11066,-2.1811163895486936
12255,-2.1666666666666665
11778,-2.1265822784810124
11049,-2.12
11617,-2.1176470588235294
12451,-2.0964912280701755
14783,-2.0944444444444446
14252,-2.03125
13930,-2.012035822257715
13029,-2.008968609865471
11292,-1.9807255500032448
11042,-1.953077916487301
14843,-1.8548786527984151
13502,-1.6896551724137931
12264,-1.6406734603455915
14025,-1.6226415094339623
14027,-1.6218525179856116
15919,-1.5546666666666666
13851,-1.4879692011549568
10792,-1.4836333878887071
11721,-1.4191780821917808
11193,-1.4055158324821246
14574,-1.34640522875817
15041,-1.329268292682927
12339,-1.2335106382978724
10155,-1.145631067961165
15096,-1.1307692307692307
12915,-1.1074380165289257
11982,-1.0256410256410255
10599,-0.9927007299270073
16218,-0.9272727272727272
11140,-0.8916256157635468
14492,-0.8800332088003321
11996,-0.8487179487179487
13296,-0.8293269230769231
14730,-0.8200290275761973
12884,-0.7290076335877863
12206,-0.5659340659340659
10257,-0.5152838427947598
14254,-0.4727272727272727
11413,-0.4722222222222222
11697,-0.4263652955215499
12191,-0.42101284958427815
14683,-0.26748410535876477
14674,-0.2616822429906542
12992,-0.2429078014184397
15024,-0.20045045045045046
10685,-0.15841584158415842
14814,-0.13270142180094788
13377,0.20361990950226244
14576,0.22736418511066397
11624,0.2909090909090909
10732,0.36220472440944884
12016,0.5
10874,0.5771670190274841
15249,0.6459627329192547
10551,0.6527777777777778
12478,0.8265795206971678
14869,1.0186949704498853
11146,1.1016949152542372
14685,1.184090909090909
10140,1.276083467094703
10431,1.2769230769230768
14794,1.2914285714285714
13367,1.3461538461538463
10529,1.3828647925033468
11003,1.3927392739273927
11540,1.4043848964677224
11630,1.5298013245033113
14107,1.5372678707707963
11977,1.6644295302013423
12898,1.8172043010752688
11109,1.865506329113924
14524,1.9106047326906224
12953,1.9206785878037598
15412,1.9248434237995824
10868,1.9966777408637875
11076,2.018867924528302
12896,2.0709677419354837
10721,2.1374878758486906
14307,2.23943661971831
12323,2.2760416666666665
13422,2.3956639566395665
15411,2.4615384615384617
10146,2.486842105263158
14489,2.6116504854368934
13795,2.6794871794871793
12391,2.774390243902439
10561,2.8493150684931505
11150,2.8795180722891565
13264,2.905027932960894
12007,2.9078947368421053
10208,2.9269662921348316
10918,3.0
13076,3.018867924528302
11884,3.0355828220858894
12889,3.144967177242888
14321,3.3333333333333335
11823,3.5248756218905473
10713,3.5500459136822773
11953,3.601123595505618
11603,3.603305785123967
14057,3.695823095823096
13241,3.736842105263158
13158,3.879350348027842
10980,4.044155844155844
10158,4.487632508833922
15991,4.528301886792453
10731,4.675324675324675
13873,4.73469387755102
14747,4.737470699854894
10185,4.949790794979079
15607,4.987179487179487
13577,5.131410256410256
15070,5.185185185185185
13891,5.203986710963455
14908,5.212142605012354
11308,5.215686274509804
15023,5.230769230769231
14709,5.647058823529412
12094,5.69811320754717
13970,6.098039215686274
10800,6.284403669724771
15376,6.3480209111277075
15380,6.349206349206349
14487,6.48
10754,6.926470588235294
12758,6.948553054662379
13796,6.999128413712958
14831,7.117996870109546
14570,7.283667621776504
14262,7.503672612801679
15401,7.608695652173913
12982,7.835787089467724
14893,7.943219772879091
14679,8.164777837740601
14696,8.234104046242775
12402,8.236673773987206
13830,8.524202420242025
12945,8.680709534368072
13933,8.9
13459,8.916666666666666
12954,8.92713567839196
10372,9.832203389830509
10785,9.927125506072874
11618,10.21033350176857
14222,10.25
10469,10.479166666666666
12441,10.72508591065292
12197,10.980306345733041
13388,11.25
12173,11.386762589928058
11638,11.539115646258503
14698,11.565737051792828
14633,11.743801652892563
10136,11.76923076923077
15356,12.082278481012658
15389,13.487179487179487
11503,13.619402985074627
13476,13.80295566502463
15323,13.832214765100671
10926,13.88888888888889
12892,14.150104739460591
10990,14.969072164948454
13964,17.90909090909091
14960,18.74390243902439
14689,20.570605187319885
12012,23.91176470588235
12519,24.106666666666666
14771,24.26750307071416
10157,25.17105263157895
10590,26.923076923076923
