OriginAirportID,DestAirportID,Delay
13871,14679,-37.064516129032256
13487,12173,-37.0
12339,14747,-32.74193548387097
10299,12892,-31.647058823529413
13204,14057,-31.419354838709676
14057,10423,-29.774193548387096
14747,12339,-28.483870967741936
11278,14747,-28.14516129032258
14869,12264,-28.058823529411764
12954,11292,-27.272727272727273
14679,13871,-26.193548387096776
10874,11697,-25.555555555555557
14027,12266,-25.346153846153847
12264,14683,-25.22222222222222
12266,14027,-25.185185185185187
10994,14747,-24.27777777777778
11042,14747,-24.0
12266,14262,-24.0
11433,11612,-24.0
15356,14492,-23.5
12173,13487,-23.5
10299,12173,-23.043478260869566
14100,14869,-23.04
15356,11697,-22.5
12391,13303,-21.46
11042,13303,-21.416666666666668
12478,14057,-21.112676056338028
14683,14747,-21.06451612903226
15356,11433,-20.75
10140,13487,-20.555555555555557
11612,11433,-20.5
10849,14747,-20.27173913043478
13342,13303,-19.962962962962962
12266,11986,-19.933333333333334
14122,13495,-19.8
12992,11433,-19.185185185185187
14057,12264,-19.032258064516128
12265,11697,-19.0
14893,11618,-18.666666666666668
14122,13487,-18.49056603773585
12478,11252,-18.451612903225808
15376,14831,-18.451612903225808
11423,14869,-18.37037037037037
13931,13487,-18.208333333333332
10299,11292,-18.161290322580644
12264,11109,-18.096774193548388
14685,11433,-18.0
12898,11697,-17.954545454545453
14570,13930,-17.838709677419356
13303,11042,-17.75
14683,11618,-17.75
15016,14747,-17.725806451612904
12173,13930,-17.70967741935484
10397,13296,-17.64516129032258
11433,14683,-17.612903225806452
15304,10158,-17.548387096774192
10397,11775,-17.3
10821,14747,-17.086021505376344
14107,12264,-17.032258064516128
11423,11618,-17.0
12451,13487,-16.956521739130434
12339,11697,-16.870967741935484
11697,12898,-16.772727272727273
12758,11292,-16.75
13796,12478,-16.7
11618,12451,-16.689655172413794
12982,14107,-16.424242424242426
13871,14747,-16.419354838709676
14747,12264,-16.266666666666666
13487,12129,-16.11320754716981
14893,12264,-16.096774193548388
14893,12478,-16.043478260869566
10874,13577,-16.0
10980,11433,-16.0
11150,10397,-16.0
14747,10994,-16.0
11697,13487,-16.0
14893,13830,-15.935483870967742
14122,13577,-15.909090909090908
14869,14100,-15.88
11413,14107,-15.827586206896552
11146,12266,-15.814814814814815
