AirportID,Delay
14082,-25.0
10165,-21.333333333333332
12335,-19.381818181818183
10779,-17.660714285714285
11097,-16.26984126984127
12177,-15.788461538461538
14543,-14.280701754385966
12888,-13.923076923076923
11865,-13.227272727272727
10739,-11.961538461538462
12343,-11.73076923076923
12129,-11.337349397590362
12389,-10.59
12003,-10.266129032258064
11447,-10.169811320754716
11525,-9.826923076923077
10299,-9.72635135135135
13127,-9.5
12250,-9.4
12016,-9.28125
12915,-9.121621621621621
13933,-9.037037037037036
14814,-9.009615384615385
13541,-8.785714285714286
12255,-8.76923076923077
10631,-8.475409836065573
14109,-8.411764705882353
11471,-8.368421052631579
14960,-8.173913043478262
15991,-8.129032258064516
13873,-8.1
11122,-7.993548387096774
11980,-7.982456140350878
10747,-7.9784172661870505
15389,-7.659090909090909
13433,-7.380434782608695
13970,-7.288135593220339
10397,-7.1191245729060855
11630,-7.067796610169491
10551,-7.048192771084337
11648,-6.957831325301205
14113,-6.855421686746988
10754,-6.8311688311688314
12323,-6.50597609561753
12264,-6.496894409937888
11587,-6.215686274509804
13061,-6.136125654450262
13502,-6.103448275862069
10926,-5.806451612903226
13360,-5.770642201834862
13486,-5.710691823899371
11973,-5.659176029962547
10185,-5.586345381526105
12951,-5.5408560311284045
11337,-5.517374517374518
13232,-5.513545976244495
11433,-5.47442523614329
14986,-5.404761904761905
15401,-5.396825396825397
11140,-5.388646288209607
14108,-5.185654008438819
12266,-5.1428198660520135
11921,-5.139285714285714
14457,-5.115942028985507
12992,-5.049414824447334
11537,-5.046666666666667
10581,-4.983333333333333
10821,-4.95036855036855
11867,-4.919354838709677
12156,-4.8933333333333335
14006,-4.824561403508772
14711,-4.709302325581396
11503,-4.666666666666667
10333,-4.653846153846154
13487,-4.599676142497302
12280,-4.572815533980583
12278,-4.571209800918836
11057,-4.439527709818105
10155,-4.427272727272728
14828,-4.404494382022472
14100,-4.285062713797036
15356,-4.263736263736264
13344,-4.245614035087719
12896,-4.219941348973607
12898,-4.032786885245901
14027,-4.000625390869294
12094,-3.980392156862745
11203,-3.839080459770115
15380,-3.8333333333333335
10529,-3.7882147024504085
14842,-3.787037037037037
13244,-3.7837411207576954
10469,-3.7537688442211055
10849,-3.6913183279742765
10257,-3.6527958387516253
13931,-3.6345381526104417
10141,-3.6323529411764706
14783,-3.6276150627615062
15624,-3.5543859649122806
11996,-3.541740674955595
14633,-3.53781512605042
14685,-3.480607082630691
13495,-3.4712182061579653
13377,-3.4022140221402215
14193,-3.3934426229508197
11617,-3.3666666666666667
11049,-3.3555555555555556
13342,-3.342003105590062
13029,-3.3122529644268774
11898,-3.2254335260115607
10620,-3.1909722222222223
11423,-3.1426307448494453
12891,-3.130081300813008
10994,-3.061802575107296
11953,-3.0476190476190474
11481,-3.0382513661202184
14307,-3.0252808988764044
14955,-3.0
11252,-2.908450704225352
12441,-2.88
10868,-2.780141843971631
14709,-2.7580645161290325
11146,-2.7247706422018347
10599,-2.713345864661654
12523,-2.707165109034268
11986,-2.6910669975186106
10685,-2.6551724137931036
14869,-2.632392985513561
12451,-2.624005305039788
12191,-2.5952112039756043
11292,-2.573038936863333
12206,-2.550925925925926
13485,-2.5318181818181817
13303,-2.4841716838221015
10136,-2.4827586206896552
13158,-2.4566473988439306
11308,-2.4285714285714284
12982,-2.4042316258351892
11193,-2.3919803600654665
14683,-2.3534901082493467
13851,-2.300215982721382
12478,-2.2947313510693794
10693,-2.2811473615064592
14730,-2.185730464326161
13230,-2.1587837837837838
15016,-2.0946259220231824
14794,-2.088397790055249
13871,-2.0614420062695924
11259,-2.0540680601140093
15607,-1.9431818181818181
10154,-1.9411764705882353
13198,-1.8999725199230557
11066,-1.8484375
12448,-1.8171806167400881
11637,-1.7412140575079873
11298,-1.713077303037787
10279,-1.700325732899023
10627,-1.5903614457831325
12339,-1.5146919431279622
12391,-1.497175141242938
12945,-1.496993987975952
14098,-1.4505494505494505
11278,-1.4443586973298348
10918,-1.4423076923076923
11624,-1.4180327868852458
13422,-1.3965141612200436
12758,-1.3616792249730894
11267,-1.3333333333333333
11778,-1.2903225806451613
12402,-1.2592592592592593
13367,-1.2040816326530612
14576,-1.1406727828746177
14635,-1.0619469026548674
10781,-1.0595009596928984
15249,-1.0544554455445545
10980,-1.041304347826087
15370,-1.040174672489083
10423,-0.9654142821597412
16218,-0.9590643274853801
10140,-0.8998232174425457
10408,-0.883289124668435
10372,-0.8223350253807107
11577,-0.8070175438596491
15412,-0.8049853372434017
11150,-0.7889908256880734
12217,-0.7391304347826086
10434,-0.7175141242937854
15323,-0.6451612903225806
14492,-0.6291481354772493
11977,-0.61
13256,-0.5913978494623656
14122,-0.515
12265,-0.5
10732,-0.48951048951048953
