OriginAirportID,DestAirportID,Delay
12953,13485,-49.0
15024,10721,-41.8
11292,12758,-37.0
13502,11298,-36.5
14679,12758,-36.25
10666,12758,-34.666666666666664
12889,10299,-33.5
10785,12953,-33.0
10299,12758,-32.57142857142857
10529,11292,-32.30508474576271
10299,13830,-31.7
12264,10423,-30.36
13930,10299,-30.2
15919,11298,-30.0
12478,14570,-29.0
11433,12451,-29.0
11618,13198,-29.0
10257,11697,-28.964285714285715
12478,11252,-28.766666666666666
15024,13930,-28.5
13232,14193,-28.0
12892,10299,-27.807692307692307
13830,10666,-27.785714285714285
12264,14679,-27.602409638554217
12982,14057,-27.571428571428573
12478,14679,-27.10625
10721,14679,-26.930232558139537
14679,13830,-26.441176470588236
12478,14831,-26.310344827586206
11618,14908,-26.12857142857143
10397,12173,-26.1
12953,15096,-26.0
14986,13930,-26.0
13796,12982,-25.923076923076923
12478,10800,-25.862068965517242
14107,11193,-25.766666666666666
12264,12889,-25.089887640449437
10581,12953,-25.0
13830,11292,-24.75
14831,12982,-24.705882352941178
12478,11433,-24.416666666666668
13204,11423,-24.384615384615383
10721,14057,-24.3
14321,12953,-23.818181818181817
11057,12191,-23.633333333333333
10299,12173,-23.625
14100,10994,-23.5
11618,12173,-23.4
10693,14771,-23.366666666666667
12478,15024,-23.35
10792,12889,-23.285714285714285
12884,13487,-23.2
10721,12191,-23.15
11066,11697,-23.11111111111111
12478,12954,-23.076923076923077
10529,13303,-23.03846153846154
10372,12892,-23.0
12478,14122,-23.0
12478,12889,-22.870860927152318
14730,14107,-22.866666666666667
10821,12889,-22.81528662420382
14100,12892,-22.786458333333332
14122,12191,-22.529411764705884
12478,13495,-22.51304347826087
13232,14908,-22.413793103448278
12478,11292,-22.365853658536587
13296,15304,-22.3125
14679,12982,-22.153846153846153
10821,10423,-22.017543859649123
10529,14635,-21.854545454545455
11292,10299,-21.833333333333332
10821,14679,-21.8135593220339
13487,14908,-21.753246753246753
12478,14869,-21.746478873239436
10721,10423,-21.694915254237287
11278,12889,-21.655172413793103
11503,11298,-21.615384615384617
12478,12892,-21.543610547667342
13232,14027,-21.5
10849,13487,-21.473684210526315
10721,13198,-21.433962264150942
12478,15376,-21.433333333333334
15356,11697,-21.375
10257,10397,-21.301204819277107
15991,12523,-21.275862068965516
12898,13577,-21.2
14057,12758,-21.04
15370,12889,-21.033333333333335
13198,14683,-21.0
14122,12478,-21.0
13930,12451,-21.0
12156,14869,-20.925
11193,14869,-20.583333333333332
10721,14831,-20.541666666666668
10994,14100,-20.5
10257,15304,-20.466666666666665
12478,14771,-20.453125
13851,14771,-20.4
10721,14986,-20.333333333333332
11433,14679,-20.314814814814813
12264,14893,-20.20689655172414
14492,14771,-20.195652173913043
12478,14683,-20.166666666666668
14100,12889,-20.15568862275449
12478,14107,-20.127962085308056
14100,13495,-20.072164948453608
14122,14107,-20.044444444444444
14747,11630,-19.990654205607477
