OriginAirportID,DestAirportID,Delay
10994,14747,-35.94444444444444
12758,14679,-33.23529411764706
12003,13930,-31.75
12451,12889,-27.142857142857142
11259,14193,-26.0
10792,11292,-25.0
14635,13198,-24.0
12953,12451,-23.0
10994,11042,-22.0
14193,11259,-22.0
11618,10581,-21.516129032258064
13871,14869,-21.25
14524,11292,-20.70967741935484
12323,11057,-20.5
12173,14869,-20.379310344827587
15027,10397,-19.75
12266,14457,-19.5
13502,12892,-19.333333333333332
14683,11618,-19.24
14730,12953,-19.2
13931,11292,-19.0
14679,12758,-18.9375
14107,12264,-18.35483870967742
11292,10792,-18.0
14679,13830,-17.785714285714285
13851,14747,-17.741935483870968
13871,14057,-17.193548387096776
11292,10257,-17.0
10299,12892,-16.88095238095238
15070,11697,-16.70967741935484
13830,13796,-16.34426229508197
13830,14893,-16.258064516129032
15389,14869,-16.051724137931036
10821,11481,-16.0
11423,12889,-15.96774193548387
12339,14771,-15.914285714285715
11721,11618,-15.903225806451612
15356,15304,-15.846153846153847
12339,11697,-15.833333333333334
13871,11278,-15.64516129032258
14576,15304,-15.5
14843,11042,-15.5
12758,13796,-15.488372093023257
12173,10299,-15.387096774193548
14193,13198,-15.0
14683,11433,-14.9375
15370,14869,-14.903225806451612
14683,14771,-14.838709677419354
11278,10154,-14.818181818181818
14543,11292,-14.720930232558139
12819,12523,-14.407407407407407
15024,12266,-14.375
12953,11986,-14.333333333333334
13232,13891,-14.0
15027,11057,-14.0
10849,14057,-13.67741935483871
14843,12266,-13.666666666666666
13486,10397,-13.666666666666666
13487,14683,-13.571428571428571
10713,14893,-13.555555555555555
10299,11884,-13.5
10620,14747,-13.333333333333334
12982,14747,-13.227272727272727
11122,14869,-13.112903225806452
15024,11618,-13.1
14057,12264,-13.096774193548388
11292,13931,-13.0
11097,11292,-13.0
11042,15016,-13.0
14321,13232,-13.0
12451,11433,-13.0
14869,15389,-12.913793103448276
11865,14869,-12.870967741935484
14570,12266,-12.75
14843,12264,-12.685714285714285
14457,10397,-12.666666666666666
12451,11292,-12.580645161290322
12519,11447,-12.50943396226415
11193,11697,-12.454545454545455
12953,14986,-12.451612903225806
10994,11697,-12.451612903225806
15356,11697,-12.38888888888889
12478,12173,-12.387096774193548
14262,14057,-12.25
10529,14100,-12.23076923076923
12173,12266,-12.161290322580646
14893,12264,-12.129032258064516
14100,14683,-12.055555555555555
14321,11057,-12.0
11884,10299,-12.0
10693,13303,-12.0
14057,10849,-11.96774193548387
13830,14057,-11.875
14869,11525,-11.793103448275861
13204,14747,-11.72289156626506
10299,10245,-11.666666666666666
12889,12173,-11.64
14869,11097,-11.577981651376147
11267,11292,-11.5
14122,11259,-11.35483870967742
12523,11997,-11.333333333333334
12264,15024,-11.294117647058824
12173,11618,-11.290322580645162
10693,14771,-11.258064516129032
11525,14869,-11.241379310344827
10792,11697,-11.225806451612904
14113,14869,-11.117647058823529
14730,14107,-11.096774193548388
11057,12191,-11.027777777777779
11995,11057,-11.0
11433,12451,-11.0
13930,12217,-11.0
12896,11298,-11.0
12953,13495,-11.0
14122,14100,-10.983870967741936
14100,10529,-10.962962962962964
15370,12889,-10.903225806451612
14492,12264,-10.883720930232558
13851,14771,-10.838709677419354
14869,14262,-10.806451612903226
10408,13487,-10.770833333333334
12266,14570,-10.75
14908,11618,-10.71264367816092
14831,12758,-10.571428571428571
14869,10779,-10.517241379310345
13232,10713,-10.5
13930,12003,-10.5
13342,11697,-10.5
14893,13830,-10.483870967741936
14057,14689,-10.419354838709678
14683,14869,-10.385964912280702
12758,14107,-10.384615384615385
12982,14107,-10.384615384615385
14492,12191,-10.258064516129032
10821,10599,-10.161290322580646
12156,14869,-10.157303370786517
15412,11618,-10.11111111111111
10994,11433,-10.04
13303,10693,-10.0
11292,10994,-10.0
11697,13342,-10.0
12173,11298,-9.984615384615385
11423,11433,-9.976744186046512
12402,12892,-9.961538461538462
12758,14771,-9.953125
14122,14635,-9.9
12266,15016,-9.849056603773585
12982,14679,-9.827586206896552
12945,11433,-9.823529411764707
10620,14869,-9.781818181818181
11057,11995,-9.75
11697,13198,-9.741935483870968
13296,13204,-9.741379310344827
13264,14869,-9.693548387096774
14122,15016,-9.612903225806452
13486,13930,-9.588235294117647
10800,14869,-9.561797752808989
14869,11865,-9.548387096774194
14869,10800,-9.539325842696629
11267,11433,-9.533333333333333
10754,10299,-9.53061224489796
12173,14057,-9.492957746478874
10408,11433,-9.476923076923077
14893,12266,-9.362068965517242
12173,12264,-9.357142857142858
11986,13204,-9.333333333333334
15370,11433,-9.333333333333334
11503,12892,-9.333333333333334
13487,14570,-9.333333333333334
14100,11259,-9.32258064516129
13487,10739,-9.293103448275861
11292,11097,-9.25
13487,12389,-9.21311475409836
13198,13796,-9.166666666666666
14730,12889,-9.125
13296,11433,-9.11111111111111
12523,12819,-9.037037037037036
13198,14193,-9.0
11057,12339,-8.924242424242424
14057,14100,-8.909090909090908
14730,11292,-8.903225806451612
10849,14869,-8.9
14869,13264,-8.85483870967742
11278,14747,-8.82258064516129
13830,14679,-8.80952380952381
10918,14869,-8.796296296296296
13495,14747,-8.741935483870968
10874,11433,-8.714285714285714
14576,11057,-8.689655172413794
10732,12478,-8.688524590163935
15024,12264,-8.647058823529411
14057,11278,-8.64516129032258
10849,12892,-8.64516129032258
13232,13851,-8.612903225806452
12451,12953,-8.6
13930,13486,-8.588235294117647
13204,11721,-8.5
14679,12982,-8.482758620689655
12173,14771,-8.469827586206897
12982,13796,-8.363636363636363
14869,13891,-8.325842696629213
13232,14831,-8.290322580645162
11203,13487,-8.272727272727273
14893,10821,-8.24
12173,13796,-8.23728813559322
14869,11122,-8.225806451612904
10599,11292,-8.225806451612904
12264,12889,-8.2125
14492,14100,-8.208333333333334
13198,14869,-8.193548387096774
12954,10721,-8.193548387096774
13830,14771,-8.148514851485148
12264,14771,-8.137096774193548
13127,14869,-8.096774193548388
10154,11278,-8.090909090909092
11278,14635,-8.064516129032258
10792,15304,-8.057142857142857
13871,11433,-8.044444444444444
10792,12889,-8.03225806451613
12478,14635,-8.016129032258064
12173,11292,-8.0
12953,13244,-8.0
11433,13851,-8.0
11618,13198,-8.0
11259,13342,-7.967741935483871
10299,11630,-7.967741935483871
11638,14107,-7.967741935483871
15919,11292,-7.928571428571429
10140,13232,-7.919354838709677
14747,14689,-7.919354838709677
13342,14747,-7.897058823529412
13158,11292,-7.863636363636363
13796,13830,-7.852459016393443
10299,12173,-7.806451612903226
14057,14679,-7.766081871345029
14771,12758,-7.75
10849,10397,-7.7
13158,12889,-7.67741935483871
11066,13796,-7.67741935483871
11413,12892,-7.666666666666667
12278,14107,-7.612903225806452
11721,13487,-7.6075949367088604
14057,11638,-7.580645161290323
11603,12892,-7.551724137931035
14747,10800,-7.508064516129032
11292,12758,-7.5
14193,13232,-7.5
11648,14869,-7.4945054945054945
13930,11630,-7.466666666666667
13871,14747,-7.451612903225806
10551,10299,-7.411764705882353
11898,13487,-7.408695652173913
12953,14100,-7.35064935064935
14869,12156,-7.348314606741573
11986,12953,-7.333333333333333
13830,13930,-7.333333333333333
12335,14520,-7.333333333333333
14747,10620,-7.333333333333333
11109,14107,-7.32258064516129
10397,12173,-7.290322580645161
15380,12953,-7.25
10599,11433,-7.234567901234568
15304,13198,-7.1891891891891895
14570,13796,-7.112359550561798
11042,12889,-7.072164948453608
10397,10408,-7.0285714285714285
10994,11292,-7.0
14828,12523,-6.9655172413793105
13342,14679,-6.961538461538462
14747,13891,-6.956989247311828
14122,10693,-6.935483870967742
14679,12264,-6.870967741935484
14489,14869,-6.870967741935484
14100,14307,-6.867924528301887
11884,11292,-6.856
10713,13232,-6.833333333333333
11986,11433,-6.833333333333333
15370,14107,-6.830508474576271
12264,14492,-6.829545454545454
14747,13204,-6.817073170731708
11057,11259,-6.806451612903226
11921,14869,-6.786516853932584
11292,12888,-6.7592592592592595
11481,10821,-6.714285714285714
14709,10754,-6.67741935483871
12402,13830,-6.661290322580645
13486,14747,-6.645161290322581
10821,14027,-6.6440677966101696
12264,14679,-6.623655913978495
10721,12266,-6.6
13244,11057,-6.589041095890411
14869,14113,-6.588235294117647
11298,13796,-6.580645161290323
14747,14908,-6.562724014336918
14254,13204,-6.56140350877193
15376,10397,-6.52542372881356
11049,12266,-6.522388059701493
11278,12266,-6.511811023622047
10792,10821,-6.477528089887641
13204,14679,-6.461538461538462
11298,13502,-6.444444444444445
11292,14783,-6.433333333333334
14828,14747,-6.43010752688172
12391,11697,-6.40625
12953,14730,-6.4
14831,13487,-6.372881355932203
10821,14730,-6.358974358974359
14057,11618,-6.323529411764706
11603,11292,-6.32258064516129
13232,13495,-6.280898876404494
10779,14869,-6.241379310344827
10721,14057,-6.234567901234568
12982,14831,-6.222222222222222
14057,11433,-6.206896551724138
14843,11298,-6.188679245283019
12173,13930,-6.161290322580645
14869,14489,-6.145161290322581
12266,14831,-6.137931034482759
10299,10551,-6.129411764705883
13830,11298,-6.117647058823529
13232,14908,-6.096774193548387
15919,14771,-6.096774193548387
13198,13495,-6.071428571428571
10140,14869,-6.056179775280899
11997,12523,-6.037037037037037
13232,14893,-6.024390243902439
14747,10994,-6.0
10299,12954,-6.0
12758,14831,-6.0
11042,14843,-6.0
12173,14747,-5.987096774193549
12173,12889,-5.986666666666666
14831,11057,-5.954545454545454
11697,10994,-5.935483870967742
14831,12266,-5.931034482758621
10423,13232,-5.921348314606742
13891,14869,-5.910112359550562
10561,14107,-5.906779661016949
13851,12889,-5.903225806451613
14122,11292,-5.9
14635,12197,-5.870967741935484
13198,14057,-5.854838709677419
12003,14869,-5.853932584269663
10821,14843,-5.85
12896,12889,-5.838709677419355
14057,13198,-5.82258064516129
10141,13487,-5.82258064516129
13232,10994,-5.82258064516129
11996,11433,-5.733333333333333
14869,15370,-5.709677419354839
13487,11697,-5.6923076923076925
14057,10299,-5.686131386861314
10397,11648,-5.666666666666667
10397,14457,-5.666666666666667
11697,11193,-5.636363636363637
10821,13495,-5.626865671641791
15016,14908,-5.612903225806452
14843,10397,-5.609375
14689,14747,-5.580645161290323
12478,10994,-5.565789473684211
14100,13342,-5.538461538461538
14869,13851,-5.513888888888889
11066,10693,-5.508474576271187
14307,15304,-5.508474576271187
10821,14771,-5.483870967741935
13495,11292,-5.452830188679245
11618,13577,-5.4393939393939394
12892,12402,-5.423076923076923
10821,14893,-5.4
13184,11433,-5.3882352941176475
11042,14057,-5.375
12339,14869,-5.354838709677419
11697,14747,-5.354838709677419
13931,11057,-5.338983050847458
12441,12266,-5.333333333333333
12896,11292,-5.327586206896552
12266,13487,-5.327272727272727
14869,10849,-5.291666666666667
15304,10257,-5.258064516129032
13830,12758,-5.247311827956989
14576,13204,-5.225806451612903
14869,13127,-5.209677419354839
11823,11433,-5.185185185185185
11638,14869,-5.142857142857143
11042,11057,-5.108695652173913
14794,14869,-5.099009900990099
12173,12478,-5.096774193548387
11637,11292,-5.068965517241379
12441,13487,-5.064516129032258
14492,14747,-5.064516129032258
13433,11292,-5.048387096774194
13204,14576,-5.032258064516129
13495,13796,-5.032258064516129
10257,12889,-5.032258064516129
14635,15016,-5.03125
11481,15016,-5.0
12892,13502,-5.0
12758,11292,-5.0
15919,13487,-4.981132075471698
10397,14831,-4.9655172413793105
11292,12278,-4.959183673469388
13342,13198,-4.948275862068965
10372,14771,-4.9411764705882355
12915,12266,-4.936507936507937
13198,14908,-4.935483870967742
14679,12173,-4.918032786885246
13076,13487,-4.910112359550562
11823,13487,-4.903225806451613
10561,11292,-4.896551724137931
14679,10721,-4.891304347826087
11638,14057,-4.870967741935484
14869,12954,-4.862637362637362
15016,12992,-4.862068965517241
11433,13184,-4.857142857142857
10140,14747,-4.84375
10299,14771,-4.833333333333333
15356,13930,-4.833333333333333
10529,15304,-4.8088235294117645
12982,14771,-4.806451612903226
11697,15024,-4.806451612903226
10821,14679,-4.794117647058823
12339,11292,-4.79
10257,13487,-4.774193548387097
11423,14869,-4.766666666666667
10713,12889,-4.758064516129032
13830,14107,-4.75
10693,14679,-4.75
12896,10423,-4.75
11603,14869,-4.709677419354839
15919,12266,-4.684210526315789
13342,11433,-4.673469387755102
10693,12889,-4.670103092783505
14057,13830,-4.659574468085107
14908,13232,-4.645161290322581
14689,14057,-4.645161290322581
15370,11292,-4.625806451612903
12451,12191,-4.612903225806452
14683,13487,-4.6
14747,12982,-4.590909090909091
12992,14107,-4.580645161290323
12173,14107,-4.574074074074074
14747,12264,-4.548387096774194
14831,14869,-4.546666666666667
11921,14107,-4.522222222222222
10423,10821,-4.516129032258065
13495,14869,-4.516129032258065
11995,11433,-4.5
12945,12953,-4.481481481481482
12266,14747,-4.470046082949309
10754,11630,-4.451612903225806
11278,14057,-4.451612903225806
14683,13232,-4.432835820895522
14843,10821,-4.425
11042,13232,-4.420765027322404
11292,12173,-4.419354838709677
14869,11648,-4.406593406593407
11292,12519,-4.39622641509434
13487,11898,-4.391304347826087
14107,12278,-4.387096774193548
15016,14869,-4.360655737704918
14683,15304,-4.354838709677419
14893,14869,-4.344827586206897
10299,10170,-4.327586206896552
14057,10713,-4.32258064516129
14307,11697,-4.32258064516129
12523,14828,-4.314606741573034
10299,13873,-4.305555555555555
14679,12266,-4.296052631578948
12451,10693,-4.269662921348314
11433,13342,-4.26530612244898
11259,10994,-4.258064516129032
10721,12451,-4.25
14057,14262,-4.25
14747,12954,-4.236559139784946
13232,12889,-4.2327272727272724
15096,11618,-4.230769230769231
13970,10299,-4.194444444444445
14679,13495,-4.193548387096774
12339,12889,-4.193181818181818
15096,11433,-4.171875
10994,12191,-4.161290322580645
11433,10994,-4.12
14492,11292,-4.119205298013245
11433,11013,-4.116666666666666
14843,12191,-4.111111111111111
12264,14747,-4.088709677419355
13487,10141,-4.080645161290323
10299,11336,-4.074074074074074
10721,14685,-4.064516129032258
15016,11057,-4.0546875
14908,12266,-4.05
15370,15016,-4.037037037037037
12391,14027,-4.0
10257,11433,-4.0
13577,11298,-4.0
14869,14794,-4.0
13232,14321,-4.0
10397,10849,-4.0
10529,11697,-3.9838709677419355
11066,11292,-3.9767441860465116
13495,15016,-3.9722222222222223
11481,12266,-3.966666666666667
14893,12173,-3.935483870967742
14869,10620,-3.918181818181818
15016,14771,-3.9101123595505616
11481,11259,-3.9
14869,12003,-3.898876404494382
13487,10408,-3.8979591836734695
11996,12266,-3.896551724137931
14520,12335,-3.888888888888889
11109,10397,-3.870967741935484
11618,12945,-3.838709677419355
14869,14457,-3.8360655737704916
11618,15024,-3.8
13830,14831,-3.7868852459016393
14679,11638,-3.774193548387097
13342,15016,-3.774193548387097
15304,15356,-3.769230769230769
13487,12343,-3.761904761904762
10397,15027,-3.75
11278,12889,-3.7419354838709675
13244,12892,-3.740740740740741
14869,14893,-3.736
12339,13232,-3.7241379310344827
13891,14057,-3.7241379310344827
14492,14771,-3.721311475409836
14122,11697,-3.7205882352941178
14492,12889,-3.7027027027027026
14492,13232,-3.6979166666666665
13931,11433,-3.689655172413793
12451,14100,-3.6785714285714284
12478,13541,-3.6774193548387095
14570,13487,-3.6666666666666665
12173,10397,-3.6451612903225805
12953,10693,-3.6396396396396398
14869,10713,-3.627551020408163
11618,13244,-3.6153846153846154
11884,13796,-3.596774193548387
10721,14122,-3.575
10140,10397,-3.5698924731182795
10397,13296,-3.5483870967741935
10994,11259,-3.5483870967741935
14679,13303,-3.5483870967741935
10821,10140,-3.5396825396825395
14747,14869,-3.5261845386533666
10299,14747,-3.52125
11433,10158,-3.5161290322580645
13198,11697,-3.5161290322580645
11140,12266,-3.5153846153846153
12266,15024,-3.5
12255,11292,-3.5
11433,13296,-3.5
14869,11921,-3.49438202247191
10257,11057,-3.4827586206896552
11057,15356,-3.4615384615384617
11066,11259,-3.4516129032258065
10721,10994,-3.423076923076923
11292,14814,-3.4193548387096775
10620,11292,-3.4
14747,13232,-3.3962264150943398
11042,10821,-3.377551020408163
14908,15016,-3.3548387096774195
10140,13198,-3.3548387096774195
10397,14893,-3.3448275862068964
14747,13851,-3.3225806451612905
14831,12982,-3.2941176470588234
13830,12402,-3.274193548387097
10821,11292,-3.2648401826484017
13232,13244,-3.262295081967213
14635,11066,-3.242424242424242
14100,13495,-3.23943661971831
14869,12280,-3.232876712328767
14307,13232,-3.21505376344086
14869,10140,-3.202247191011236
15304,14747,-3.193548387096774
12478,13495,-3.1774193548387095
10299,12523,-3.1724137931034484
14869,14679,-3.1642512077294684
10140,14771,-3.142857142857143
12266,15919,-3.130952380952381
14122,12191,-3.129032258064516
12953,14027,-3.120331950207469
11977,10397,-3.108695652173913
10821,15304,-3.0691489361702127
13342,14771,-3.0555555555555554
12441,11292,-3.0508474576271185
13486,14869,-3.0083333333333333
15376,12266,-3.0
14457,12266,-3.0
14492,12266,-3.0
13931,12264,-3.0
13871,12889,-2.9887640449438204
10721,10792,-2.980132450331126
12266,11986,-2.967741935483871
12173,14831,-2.966666666666667
11433,14057,-2.9655172413793105
13487,12884,-2.951219512195122
11433,10408,-2.9508196721311477
10299,10754,-2.9444444444444446
11292,12255,-2.925925925925926
13796,13930,-2.903225806451613
11278,14027,-2.8923076923076922
14869,11603,-2.8870967741935485
12266,14057,-2.8860759493670884
10721,14492,-2.86
10849,11292,-2.811111111111111
15024,11697,-2.806451612903226
10257,10821,-2.797752808988764
11423,14107,-2.7903225806451615
10299,13970,-2.789473684210526
11042,11292,-2.789189189189189
12441,14869,-2.763440860215054
10693,14107,-2.7611940298507465
14057,12173,-2.76056338028169
12278,11292,-2.7567567567567566
14122,11433,-2.742857142857143
14100,14057,-2.727272727272727
14747,14679,-2.722560975609756
14679,15016,-2.71875
11292,10299,-2.6875
14100,14107,-2.6681614349775784
11503,11292,-2.6511627906976742
14679,13232,-2.6451612903225805
11697,10529,-2.6451612903225805
10693,11292,-2.643776824034335
11540,12266,-2.6363636363636362
12339,11057,-2.6344086021505375
13342,12889,-2.6328125
10299,14057,-2.630434782608696
14747,15376,-2.6129032258064515
13244,13232,-2.6065573770491803
14869,11638,-2.6043956043956045
12278,15016,-2.586206896551724
13342,10821,-2.5842696629213484
10713,14869,-2.5743589743589745
10299,14709,-2.5161290322580645
10693,14869,-2.5161290322580645
12264,14843,-2.5142857142857142
11066,11697,-2.5
12264,11292,-2.480337078651685
11292,11413,-2.4719101123595504
14679,10397,-2.469767441860465
14869,13486,-2.466666666666667
14633,13487,-2.460674157303371
11292,11637,-2.456896551724138
14683,12478,-2.4516129032258065
10423,13796,-2.4516129032258065
10423,10693,-2.440677966101695
